id	molecular_formula	name	inchi	inchi_key
C10675	C8H8O3	"3',4'-Dihydroxyacetophenone"		
C10676	C13H11NO3	gamma-Fagarine		
C10677	C16H19N3O3	Febrifugine		
C10678	C14H11NO5	Flindersiamine		
C10679	C14H13NO2	Flindersine		
C10680	C9H10O4	"2',6'-Dihydroxy-4'-methoxyacetophenone"		
C10681	C16H11NO3	Furofoline I		
C10682	C20H22O6	Matairesinol		
C10683	C20H21NO3	Galipine		
C10684	C10H12O4	"2',6'-Dimethoxy-4'-hydroxyacetophenone"		
C10685	C37H34N2O6	Glycobismine A		
C10686	C19H21NO8	Glycoperine		
C10687	C16H14N2O	Glycophymoline		
C10688	C15H12N2O	Glycosminine		
C10689	C17H13NO3	Graveoline		
C10690	C22H30O6	Megaphone		
C10691	C28H26N2O6	Haplodimerine		
C10692	C18H23NO4	Haplophyllidine		
C10693	C36H44O12	Filicin		
C10694	C13H11NO4	Haplopine		
C10695	C21H30O5	Humulone		
C10696	C20H26N2O2	Hydroquinidine		
C10697	C12H9NO2	Isodictamnine		
C10698	C16H19N3O3	Isofebrifugine		
C10699	C18H17NO3	Japonine		
C10700	C8H8O2	4'-Hydroxyacetophenone		
C10701	C14H13NO4	Kokusaginine		
C10702	C13H16O2	4'-Hydroxy-3'-prenylacetophenone		
C10703	C14H17NO2	Leiokinine A		
C10704	C25H32O8	alpha-Kosin		
C10705	C15H17NO2	Lemobiline		
C10706	C26H38O4	Lupulone		
C10707	C23H26O7	Neoisostegane		
C10708	C21H24O8	Mallotophenone		
C10709	C11H14O4	Multifidol		
C10710	C17H23NO4	Lunacridine		
C10711	C16H19NO3	Lunacrine		
C10712	C9H10O3	Paeonol		
C10713	C18H15NO4	Lunamarine		
C10714	C13H9NO4	Maculine		
C10715	C20H28O12	Paeonolide		
C10716	C14H13NO4	Maculosidine		
C10717	C15H20O8	Paeonoside		
C10718	C17H17NO6	Maculosine		
C10719	C18H22O4	Nordihydroguaiaretic acid		
C10720	C14H18O7	Picein		
C10721	C30H28O8	Rottlerin		
C10722	C18H19NO5	Melicopicine		
C10723	C21H28O5	Tricyclodehydroisohumulone		
C10724	C17H15NO5	Melicopine		
C10725	C20H22O7	Nortrachelogenin		
C10726	C10H12O4	Xanthoxylin		
C10727	C22H21NO2	Melochinone		
C10728	C20H20O4	Otobain		
C10729	C21H20O8	alpha-Peltatin		
C10730	C23H24O8	beta-Peltatin A methyl ether		
C10731	C15H15NO2	N-Methylflindersine		
C10732	C18H22NO4	O-Methylptelefolonium		
C10733	C11H12N2O	Peganine		
C10734	C16H20NO4	Pteleatine		
C10735	C16H20NO4	Ribalinium		
C10736	C12H9NO3	Robustine		
C10737	C24H24O11	Phrymarolin I		
C10738	C19H17NO3	Rutacridone		
C10739	C19H17NO4	Rutacridone epoxide		
C10740	C14H13NO4	Skimmianine		
C10741	C11H11NO3	Swietenidin B		
C10742	C15H8N2O2	Tryptanthrine		
C10743	C11H12N2O2	Vasicinol		
C10744	C11H10N2O2	Vasicinone		
C10745	C18H24NO5	Veprisinium		
C10746	C24H34O6	Phyllanthin		
C10747	C14H20N2O	Albine		
C10748	C15H24N2	Aloperine		
C10749	C15H24N2O2	Ammothamnine		
C10750	C15H20N2O	Anagyrine		
C10751	C14H22N2O	Angustifoline		
C10752	C15H24N2O	Aphylline		
C10753	C23H26N4O3	Argentine		
C10754	C15H22N2O2	Argyrolobine		
C10755	C15H20N2O2	Baptifoline		
C10756	C15H26N2O3	Cadiamine		
C10757	C20H27N3O3	Calpurnine		
C10758	C14H18N2O	Camoensine		
C10759	C22H36O3	6-Pentadecylsalicylic acid		
C10760	C12H16N2O	Caulophylline		
C10761	C8H8O2	p-Anisaldehyde		
C10762	C23H30N2O6	Cinegalline		
C10763	C11H14N2O	Cytisine		
C10764	C15H22N2O	"5,6-Dehydrolupanine"		
C10765	C9H12O4	Antiarol		
C10766	C15H20O4	Ascosalitoxin		
C10767	C24H32N4O2	Dimethamine		
C10768	C21H35N3	(-)-Jamine		
C10769	C15H24N2O2	Lamprolobine		
C10770	C21H34O2	Bilobol		
C10771	C15H26N2O	Leontiformine		
C10772	C15H24N2O	Lupanine		
C10773	C10H19NO	Lupinine		
C10774	C15H24N2O	Matrine		
C10775	C15H22N2O	Multiflorine		
C10776	C15H24N2O2	Nuttalline		
C10777	C20H35N3	(-)-Ormosanine		
C10778	C20H33N3	Panamine		
C10779	C20H35N3	Piptanthine		
C10780	C15H26N2O	Retamine		
C10781	C15H20N2O	Rhombifoline		
C10782	C15H20N2O	Sophoramine		
C10783	C15H26N2	(-)-Sparteine		
C10784	C22H30O4	Cannabidiolic acid		
C10785	C21H34O	(15:1)-Cardanol		
C10786	C20H35N3	Templetine		
C10787	C8H10O3	"2,6-Dimethoxyphenol"		
C10788	C14H6O8	Ellagic acid		
C10789	C15H20N2O	Thermospine		
C10790	C15H20N2O	Tinctorine		
C10791	C15H20N2O	Tsukushinamine A		
C10792	C7H8O3	Gentisyl alcohol		
C10793	C16H22O2	Geranylhydroquinone		
C10794	C22H34O3	Ginkgoic acid		
C10795	C26H44N2	Buxamine E		
C10796	C45H73NO14	alpha-Chaconine		
C10797	C25H42N2O	Cyclobuxine D		
C10798	C27H41NO2	Cyclopamine		
C10799	C27H48N2	Cycloprotobuxine C		
C10800	C19H32O2	Grevillol		
C10801	C27H48N2O	Cyclovirobuxine C		
C10802	C23H38O2	5-(Heptadec-12-enyl)resorcinol		
C10803	C50H83NO20	Demissine		
C10804	C8H8O3	2-(Hydroxymethyl)benzoic acid		
C10805	C27H34O16	Leiocarposide		
C10806	C21H35NO	Funtumine		
C10807	C27H43NO8	Germine		
C10808	C27H43NO3	Imperialine		
C10809	C21H36O2	5-Pentadecylresorcinol		
C10810	C23H39NO	Irehine		
C10811	C27H39NO3	Jervine		
C10812	C8H6O3	Piperonal		
C10813	C25H44N2	Kurchessine		
C10814	C22H33NO2	Paravallarine		
C10815	C41H63NO14	Protoveratrine A		
C10816	C41H63NO15	Protoveratrine B		
C10817	C27H43NO9	Protoverine		
C10818	C27H48N2O2	Solacapine		
C10819	C45H73NO15	Solamargine		
C10820	C45H73NO15	Solanine		
C10821	C27H46N2O2	Solanocapsine		
C10822	C27H43NO2	Solasodine		
C10823	C20H22O8	Populin		
C10824	C45H73NO16	Solasonine		
C10825	C23H41NO2	Terminaline		
C10826	C27H45NO2	Tomatidine		
C10827	C50H83NO21	Tomatine		
C10828	C27H43NO8	Veracevine		
C10829	C27H39NO2	Veratramine		
C10830	C27H45NO3	Peimine		
C10831	C27H43NO7	Zygadenine		
C10832	C7H6O3	Sesamol		
C10833	C9H10O5	Syringic acid		
C10834	C14H16O10	Theogallin		
C10835	C20H22O9	Trichocarpin		
C10836	C17H12O8	"3,4,3'-Tri-O-methylellagic acid"		
C10837	C13H15O13S	Turgorin		
C10838	C21H30O3	Turricolol E		
C10839	C21H32O2	Urushiol III		
C10840	C15H22O4	Zinniol		
C10841	C10H15NO	Anatoxin a		
C10842	C17H23NO4	Anisodamine		
C10843	C17H21NO2	Apoatropine		
C10844	C17H19NO3	Apohyoscine		
C10845	C34H42N2O4	Belladonnine		
C10846	C12H15NO2	Bellendine		
C10847	C16H19NO4	Benzoylecgonine		
C10848	C15H19NO2	Tropacocaine		
C10849	C12H19NO2S2	Brugine		
C10850	C7H13NO3	Calystegin A3		
C10851	C7H13NO4	Calystegin B2		
C10852	C19H23NO4	Cinnamoylcocaine		
C10853	C15H19NO3	Cochlearine		
C10854	C17H23NO4	Convolamine		
C10855	C16H21NO5	Convoline		
C10856	C16H21NO4	Convolvine		
C10857	C13H17NO2	Darlingine		
C10858	C9H15NO3	Ecgonine		
C10859	C17H23NO3	Knightinol		
C10860	C17H23NO3	Littorine		
C10861	C13H21NO4	Meteloidine		
C10862	C16H21NO3	Norhyoscyamine		
C10863	C16H21NO4	Phyllalbine		
C10864	C8H15NO	Physoperuvine		
C10865	C9H15NO	Pseudopelletierine		
C10866	C8H13NO2	Scopoline		
C10867	C17H19NO2	Strobamine		
C10868	C13H21NO2	Tigloidine		
C10869	C13H23NO3	Valeroidine		
C10870	C29H30O13	Phyllanthostatin A		
C10871	C22H22O8	Picropodophyllin		
C10873	C20H22O10	Plicatic acid		
C10874	C22H22O8	Podophyllotoxin		
C10875	C22H20O8	Podophyllotoxone		
C10876	C28H34O13	Podorhizol beta-D-glucoside		
C10877	C21H14O8	Prostalidin A		
C10878	C18H18O3	Randainol		
C10879	C22H28O5	Saucernetin		
C10880	C20H16O6	Savinin		
C10881	C30H32O9	Schisantherin A		
C10882	C20H18O6	Sesamin		
C10883	C20H20O7	Sesamolinol		
C10884	C23H26O8	Sesartemin		
C10885	C26H30O11	Simplexoside		
C10886	C24H24O9	Steganacin		
C10887	C20H18O7	Styraxin		
C10888	C22H28O6	Surinamensin		
C10889	C22H26O8	(+)-Syringaresinol		
C10890	C28H36O13	(+)-Syringaresinol O-beta-D-glucoside		
C10891	C21H24O7	Trachelogenin		
C10892	C22H28O5	(+)-Veraguensin		
C10893	C22H24O6	Schizandrin C		
C10894	C24H30O8	Yangambin		
C10895	C15H13Cl2N3O2	Azafenidin		
C10896	C14H18N4O3	Benomyl		
C10897	C9H9N3O2	Carbendazim		
C10898	C8H9N5	2-Benzimidazolylguanidine		
C10899	C3H6N2O3	Allophanic acid methyl ester		
C10900	C4H6O4	Methyl oxalate		
C10901	C7H7N3	2-Aminobenzimidazole		
C10902	C9H9N3O3	Methyl 5-hydroxy-2-benzimidazole carbamate		
C10903	C18H26O2	Cinmethylin		
C10904	C22H26N2O4	Cabucine		
C10905		Activated methyl group		
C10906	C6H12O6	D-Fructose		
C10907	C15H13ClFN5O5S	Cloransulam-methyl		
C10908	C15H15ClFN3O3S2	Fluthiacet-methyl		
C10909	C10H11N3OS	Methabenzthiazuron		
C10910	C8H7NS2	2-Methylthiobenzothiazole		
C10911	C9H13BrN2O2	Bromacil		
C10912	C16H23N3OS	Buprofezin		
C10913	C17H27NO3S	Cycloxydim		
C10914	C14H15N3	Cyprodinil		
C10915	C19H18N4O8	Bispyribac		
C10916	C8H13N3O	"2-Dimethylamino-5,6-dimethylpyrimidin-4-ol"		
C10917	C5H11NS5	"7-N,N-Dimethylamino-1,2,3,4,5-pentathiocyclooctane"		
C10918	C14H17NO2	Indeloxazine		
C10919	C14H13N3	Mepanipyrim		
C10920	C3H6O2	Glycidol		
C10921	C7H12O2	Butyl acrylate		
C10922	C3H8O3S3	"2,3-Dimercaptopropane-1-sulfonic acid"		
C10923	C13H9NO2	2-Nitrofluorene		
C10924	C13H9NO3	9-Hydroxy-2-nitrofluorene		
C10925	C14H20ClNO2	Acetochlor		
C10926	C12H20N4O2	Hexazinone		
C10927	C11H19N5S	Cybutryne		
C10928	C14H20ClNO2	Alachlor		
C10929	C20H23NO3	Benalaxyl		
C10930	C10H10N4O	Metamitron		
C10931	C17H26ClNO2	Butachlor		
C10932	C15H18Cl3NO	Carpropamid		
C10933	C9H15N5O7S2	Amidosulfuron		
C10934	C7H5Cl2NO	"2,6-Dichlorobenzamide"		
C10935	C12H17NO	"N,N-Diethyl-m-toluamide"		
C10936	C21H27N3O2	"N-(2,6-Dimethylphenyl)-4-[[(diethylamino)acetyl]amino]benzamide"		
C10937	C16H18N4O7S	Bensulfuron-methyl		
C10938	C12H17NO	"N,N-Diethylphenylacetamide"		
C10939	C19H20F3NO3	Flumetover		
C10940	C21H26N2O2	Epicainide		
C10941	C17H19NO4	Furalaxyl		
C10942	C19H15ClN2O2	Inabenfide		
C10943	C15H15ClN4O6S	Chlorimuron-ethyl		
C10944	C16H21NO	Isobutylphendienamide		
C10945	C9H8O3	Caffeic aldehyde		
C10946	C14H15N5O6S	Metsulfuron-methyl		
C10947	C15H21NO4	Metalaxyl		
C10948	C14H16ClN3O	Metazachlor		
C10949	C15H18N6O6S	Nicosulfuron		
C10950	C15H16F3N5O4S	Prosulfuron		
C10951	C20H16ClF3N2O2S	"N-(4-Chloro-3-methyl-5-isothiazolyl)-N-methyl-2-[p-[(alpha,alpha,alpha-trifluoro-p-tolyl)oxy]phenyl]acetamide"		
C10952	C14H17N5O7S2	Rimsulfuron		
C10953	C15H22ClNO2	Metolachlor		
C10954	C19H17NO2	Naproanilide		
C10955	C15H16N4O5S	Sulfometuron methyl		
C10956	C12H13NO4S	Oxycarboxin		
C10957	C12H13N5O6S2	Thifensulfuron-methyl		
C10958	C15H13N3O2	Prinomide		
C10959	C16H18ClNO2S	Thenylchlor		
C10960	C10H14Cl6N4O2	Triforine		
C10961	C14H16ClN5O5S	Triasulfuron		
C10962	C15H17N5O6S	Tribenuron methyl		
C10963	C9H13ClN2O2	Terbacil		
C10964	C11H11Cl2NO2	Benoxacor		
C10965	C10H12N2O3S	Bentazone		
C10966	C17H19ClN2OS	Chlorpromazine N-oxide		
C10967	C19H20FN3	Fluperlapine		
C10968	C11H12N2O2	Idazoxan		
C10969	C18H15ClN2O4	SC-1271		
C10970	C11H14ClN	Benalfocin		
C10971	C14H12BrNO2	Isoimide		
C10972	C14H12BrNO2	Imide		
C10973	C12H12BrN3OS	Thiadiazolidinone		
C10974	C5H11NO	4-Methylaminobutanal		
C10975	C12H12BrN3OS	Triazolidinonethione		
C10976	C7H12O2	1-Oxa-2-oxo-3-methylcycloheptane		
C10977	C12H12BrN3S2	Thiadiazolidinethione		
C10978	C12H12BrN3S2	Triazolidinedithione		
C10979	C13H11Cl2NO5	Chlozolinate		
C10980	C23H22ClF3O2	Bifenthrin		
C10981	C12H9Cl2NO3	Vinclozolin		
C10982	C22H18Cl2FNO3	Cyfluthrin		
C10983	C23H19ClF3NO3	Cyhalothrin		
C10984	C22H19Cl2NO3	Cypermethrin		
C10985	C22H19Br2NO3	Deltamethrin		
C10986	C13H11Cl2NO2	Procymidone		
C10987	C10H7Cl2NO2	"N-(3,5-Dichlorophenyl)succinimide"		
C10988	C25H22ClNO3	Fenvalerate		
C10989	C26H22ClF3N2O3	Fluvalinate		
C10990	C21H23ClFNO5	Flumiclorac pentyl		
C10991	C22H26O3	Resmethrin		
C10992	C17H14ClF7O2	Tefluthrin		
C10993	C18H15ClFNO3	Flumipropyn		
C10994	C25H24F6N4	Hydramethylnon		
C10995	C19H23N3	Amitraz		
C10996	C6H12N2O3	Daminozide		
C10997	C18H41N7	Guazatine		
C10998	C12H11N	4-Aminobiphenyl		
C10999	C13H12Cl2N2	"4,4'-Methylene-bis-(2-chloroaniline)"		
C11000	C6H4Cl2N2O2	Dichloran		
C11001	C10H15N	"2,6-Diethylaniline"		
C11002	C15H24NO4PS	Isofenphos		
C11003	C8H11N	"2,4-Xylidine"		
C11004	C8H11N	"2,6-Dimethylaniline"		
C11005	C12H18N2O	Isoproturon		
C11006	C7H6N2O4	"2,4-Dinitrotoluene"		
C11007	C9H10Cl2N2O2	Linuron		
C11008	C7H6N2O4	"2,6-Dinitrotoluene"		
C11009	C9H10BrClN2O2	Chlorbromuron		
C11010	C6H6FN	2-Fluoroaniline		
C11011	C10H13ClN2O2	Metoxuron		
C11012	C19H21ClN2O	Pencycuron		
C11013	C6H6FN	3-Fluoroaniline		
C11014	C6H6FN	4-Fluoroaniline		
C11015	C7H14N2O2S	Aldicarb		
C11016	C12H11N	Diphenylamine		
C11017	C18H19NO4	Kresoxim-methyl		
C11018	C10H12N3O3PS2	Azinphos-methyl		
C11019	C13H19N3O4	Pendimethalin		
C11020	C9H8Cl2O3	"2,4-DP"		
C11021	C16H14Cl2O4	Diclofop methyl		
C11022	C13H21N2O4PS	Butamifos		
C11023	C13H21N2O4PS	O-Ethyl-O-(5-methyl-4-nitrophenyl)(1-methylpropyl)phosphoramidothioate		
C11024	C18H16ClNO5	Fenoxaprop-ethyl		
C11025	C14H16ClO5PS	Coumaphos		
C11026	C28H32Cl2O10P2S2	Coumaphos anti-dimer		
C11027	C28H32Cl2O10P2S2	Coumaphos syn-dimer		
C11028	C12H15ClNO4PS2	Phosalone		
C11029	C19H20F3NO4	Fluazifop butyl		
C11030	C12H15N2O3PS	Quinalphos		
C11031	C16H13ClF3NO4	Haloxyfop methyl		
C11032	C7H4Cl3NO3	Trichlopyr		
C11033	CH6NO3P	1-Aminomethylphosphonic acid		
C11034	C21H18ClNO3	MK-129		
C11035	C19H15FN2O4	Flumioxazin		
C11036	C6H5Br	Bromobenzene		
C11037	C8Cl4N2	Chlorothalonil		
C11038	C10H17N3O11P2	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate		
C11039	C10H18N3O14P3	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate		
C11040	C7H3Cl2N	Dichlobenil		
C11041	C7H5Cl2NS	Chlorthiamid		
C11042	C6Cl6	Hexachlorobenzene		
C11043	C16H15Cl3O2	Methoxychlor		
C11044	C12H5Cl5O	"2,2',4,4',5-Pentachlorodiphenyl ether"		
C11045	C14H18N2O5	Aspartame		
C11047	C35H44O16	Azadirachtinin		
C11048	C10H9NOS	Brassicanal A		
C11049	C28H48O6	24-epi-Brassinolide		
C11050	C28H48O7	25-Hydroxy-24-epi-brassinolide		
C11051	C28H48O7	26-Hydroxy-24-epi-brassinolide		
C11052	C11H10O3	7-Ethoxycoumarin		
C11053	C21H26O5	"9,10-Dihydrokadsurenone"		
C11054	C41H65NO10	Spinosyn A		
C11055	C40H63NO10	Spinosyn B		
C11056	C42H67NO10	Spinosyn D		
C11057	C12H6Cl4	"3,4,3',4'-Tetrachlorobiphenyl"		
C11058	C12H4Cl4O2	"1,2,3,4-Tetrachlorodibenzodioxin"		
C11059	C12H4Cl4O2	"1,3,6,8-Tetrachlorodibenzo-p-dioxin"		
C11060	C15H20O4	(-)-Abscisic acid		
C11061	C26H36O8	all-trans-Retinoyl-beta-glucuronide		
C11062	C25H42N7O18P3S	4-Hydroxybutyryl-CoA		
C11063	C12H6Cl3NO3	Chlornitrofen		
C11064	C13H7F3N2O5	Fluorodifen		
C11065	C12H7Cl2NO3	Nitrofen		
C11066	C14H9Cl2NO5	Bifenox		
C11067	C14H8Cl3NO5	MC-3761		
C11068	C15H11Cl2NO5	MC-5127		
C11069	C14H9ClFNO5	MC-6063		
C11070	C14H8Cl2FNO5	MC-7181		
C11071	C11H16N2O2	Aminocarb		
C11072	C6H10O2S	THTA		
C11073	C20H30N2O5S	Benfuracarb		
C11074	C5H8O2S	THTC		
C11075	C12H16N2O3	Carbetamide		
C11076	C16H32S	2-N-Dodecyltetrahydrothiophene		
C11077	C14H21NO4	Diethofencarb		
C11078	C17H19NO4	Fenoxycarb		
C11079	C11H18N4O2	Pirimicarb		
C11080	C7H15N3O2S2	Cartap		
C11081	C9H19NOS	EPTC		
C11082	C15H30S	2-N-Undecyltetrahydrothiophene		
C11083		Assert		
C11084	C13H19NO2S	Fenothiocarb		
C11085	C13H19NO3S	Fenothiocarb sulfoxide		
C11086	C9H17NOS	Molinate		
C11087	C12H16ClNOS	Orbencarb		
C11088	C2H4Br2	"1,2-Dibromoethane"		
C11089	C2Cl2	Dichloroacetylene		
C11090	C9H6Cl6O3S	Endosulfan		
C11091	C4Cl6	"Hexachloro-1,3-butadiene"		
C11092	C20H35N3Sn	Azocyclotin		
C11093	C18H34OSn	Cyhexatin		
C11094	C15H14Cl2F3N3O3	Carfentrazone-ethyl		
C11095	C12H14ClNO2	Clomazone		
C11096	C18H15ClN2O	Croconazole		
C11097	C12H14ClF2N5O3S	F5231		
C11098	C24H27N3O4	Fenpyroximate		
C11099	C12H4Cl2F6N4OS	Fipronil		
C11100	C12H10Cl2F3NO	Flurochloridone		
C11101	C6H6O3	5-Hydroxymethyl-2-furaldehyde		
C11102	C10H15NO7	Hymexazol O-glucoside		
C11103	C4H5NO2	Hymexazol		
C11104	C10H15NO7	Hymexazol N-glucoside		
C11105	C4H5NO5S	5-Methyl-3-isoxazolyl sulfate		
C11106	C4H7NO2	3-Oxobutanamide		
C11107	C10H13NO8	3-beta-D-Glucopyranuronosyloxy-5-methylisoxazole		
C11108	C4H9NO3	"(-)-erythro-(2R,3R)-Dihydroxybutylamide"		
C11109	C4H9NO2	HBA		
C11110	C9H10ClN5O2	Imidacloprid		
C11111	C12H18O4S2	Isoprothiolane		
C11112	C12H18O5S2	Isoprothiolane sulfoxide		
C11113	C15H20N2S	Methaphenilene		
C11114	C14H19N3S	Methapyrilene		
C11115	C6H6O2	5-Methyl-2-furaldehyde		
C11116	C4H4N2O3	1-Methylparabanic acid		
C11117	C4H6N2O4	5-N-Methyloxaluric acid		
C11118	C5H9NO	N-Methyl-2-pyrrolidinone		
C11119	C3H6N2OS	3-Nitrosothiazolidine		
C11120	C10H16N2O	Rilmenidine		
C11121	C15H17Cl2N3O2	Propiconazole		
C11122	C12H10Cl2N2O2	DTP		
C11123	C19H16Cl2N2O4S	Pyrazolate		
C11124	C18H35NO2	Spiroxamine		
C11125	C11H10Cl2F2N4O3S	Sulfentrazone		
C11126	C18H24ClN3O	Tebufenpyrad		
C11127	C14H18ClN3O2	Triadimenol		
C11128	C10H4Br3ClN2O	"2,4,5-Tribromo-1-(4-chlorobenzoyl)imidazole"		
C11129	C8H5NO2	Isatin		
C11130	C8H7NO2	3-Hydroxyindolin-2-one		
C11131	C25H34O9	2-Methoxy-estradiol-17beta 3-glucuronide		
C11132	C25H32O9	2-Methoxyestrone 3-glucuronide		
C11133	C24H30O8	Estrone glucuronide		
C11134	C25H36O8	Testosterone glucuronide		
C11135	C25H38O8	Androsterone glucuronide		
C11136	C25H38O8	Etiocholan-3alpha-ol-17-one 3-glucuronide		
C11141	C36H38N2O6	(+)-Atherospermoline		
C11142	C2H6O2S	Dimethyl sulfone		
C11143	C2H6OS	Dimethyl sulfoxide		
C11144	C2H6O	Dimethyl ether		
C11145	CH4O3S	Methanesulfonic acid		
C11146	CH3ClHg	Methylmercury chloride		
C11147	CH3F	Fluoromethane		
C11148	C2HCl3O	TCE epoxide		
C11149	C2H2Cl2O2	Dichloroacetate		
C11150	C2HCl3O2	Trichloroacetate		
C11151	C8H8HgO2	Phenylmercury acetate		
C11152	C24H20P	Tetraphenylphosphonium		
C11153	C32H32O13S	Teniposide		
C11154	C19H23N5O3	Trimetrexate		
C11155	C10H12O5	n-Propyl gallate		
C11156	C14H16ClN3O2	Triadimefon		
C11158	C23H23N3O5	Topotecan		
C11159	C6H4O8S2. 2Na	Tiron		
C11160	C6H12N2S4	Thiram		
C11161	C21H20N3. Br	Ethidium bromide		
C11162	C26H22O10	5'-Methoxyhydnocarpin-D		
C11163	C18H16N2O2	N-(2-Methoxyphenyl)-N'-(2-naphtyl)urea		
C11164	C9H5ClN4	CCCP		
C11165	C11H14O2S	Thiolactomycin		
C11166	C12H25O4S. Na	SDS		
C11168	C19H27NO3	Tetrabenazine		
C11169	C9H9N3O2S2	Sulfathiazole		
C11170	C16H18N2O7S2	Sulbenicillin		
C11171	C24H39O4. Na	Sodium deoxycholate		
C11172	C7H12ClN5	Simazine		
C11173	C22H20N2O5	SN-38		
C11174	C6H19O27P7	1-Diphosinositol pentakisphosphate		
C11175	C16H19N5O10S	"S-(2,4-Dinitrophenyl)glutathione"		
C11177	C28H31N2O3. Cl	Rhodamine 6G		
C11178	C12H7NO4	Resazurin		
C11179	C17H19N2O. Cl	Pyronine Y		
C11180	C12H13N3	Pyrimethanil		
C11181	C13H11N3	Proflavine		
C11182	C15H16Cl3N3O2	Prochloraz		
C11184	C8H12N5O5P	PMEG		
C11185	C17H12ClFN2O	Nuarimol		
C11186	C40H64O12	Nonactin		
C11188	C12H16Cl2N2O	Neburon		
C11189	C27H28N6O	Hoechst 33342		
C11190	C21H17N2O3. Cl	Rhodamine 123		
C11191	C23H25F3N2OS	cis-(Z)-Flupenthixol		
C11193	C16H21NO2	R (+)-Propanolol		
C11194	C26H36N4O4. 2Cl	Morfamquat		
C11195	C22H28N4O6	Mitoxantrone		
C11196	C5H10N2O2S	Methomyl		
C11198	C131H229N39O31	Melitten		
C11199	C22H22N6O5S2	Cefpirome		
C11200	C13H18N2O2	Lenacil		
C11201	C28H26N7. Cl	Isometamidium chloride		
C11202	C21H26N8O6S2	Cefclidin		
C11203	C19H17N9O5S2	Cefozopran		
C11205	((C10H24N2)mod. (C3H6Br2)mod)n	Hexadimethrine bromide		
C11206	(C7H9NO)2. H2SO4	p-Methylaminophenol sulfate		
C11207	C16H19N3	Fenapanil		
C11208	C13H13Cl2N3O3	Iprodione		
C11210	C19H22N8O6S2	Cefoselis		
C11212	C26H27N3O4S2	NIK250		
C11213	C63H111N11O12	SDZ PSC 833		
C11214	CH6N4S	Thiocarbohydrazide		
C11215	AsO4	Arsenate ion		
C11216	C19H41NO3S	Zwittergent 3-14		
C11217	C9H10FNO2	p-Fluorophenylalanine		
C11218	C60H92N12O10	Gramicidin S		
C11219	C14H14Cl2N2O. HNO3	Imazalil nitrate		
C11221	C22H33N3O5S	Formylmethionyl-leucyl-phenylalanine methyl ester		
C11222	C29H40N2O9	Geldanamycin		
C11223	(C3H6NS2)3. Fe	Ferbam		
C11224	C9H12N2O	Fenuron		
C11225	C30H42N2O9	Herbimycin		
C11226	C17H12Cl2N2O	Fenarimol		
C11227	C6H13NO2S	Ethionine		
C11228	C23H31Cl2NO3	Estramustine		
C11229	C17H13ClFN3O	Epoxiconazole		
C11230	C27H29NO11	Epirubicin		
C11231	C43H53NO14	Docetaxel anhydrous		
C11232	C13H14N4O	Diphenylcarbazide		
C11233	C10H10O4	Dimethyl phthalate		
C11234	C21H19F2N3O3	Difloxacin		
C11235	C15H19Cl2N3O	Diclobutrazol		
C11236	C36H39N3O6	Niguldipine		
C11237	C24H32O8	17beta-Estradiol 17-(beta-D-glucuronide)		
C11238	C25H24N4O2	GF 109203X		
C11239	C26H27ClN2O3S2	MK 571		
C11240	C17H18FN3O3S	Rufloxacin		
C11242	C55H74MgN4O6	Bacteriochlorophyll a		
C11243	C55H72MgN4O6	Bacteriochlorophyll b		
C11244	C44H48MgN4O4R4	Bacterio-chlorophyll c		
C11245	C35H39O19	Glucuronosyletoposide		
C11246	C30H47O10	6alpha-Glucuronosylhyodeoxycholate		
C11248	C19H18ClF2N3O3	DU-6859		
C11249	C6H12	Cyclohexane		
C11250	C21H25NO5	Demecolcine		
C11251	C43H76O2	Cholesteryl palmitate		
C11252	C8H8Cl2O2	Chloroneb		
C11253	C22H20N4O8S2	Cefsulodin		
C11254	C22H20O13	Carmine		
C11255	C12H13NO2S	Carboxin		
C11256	C20H30N2O4	Calpeptin		
C11257	C46H46N2O23	Calcein AM		
C11258	C20H23N3O2	Bitertanol		
C11259	C12H18N2O7	Bicozamycin		
C11260	C4H11NO2	"2-Amino-2-methyl-1,3-propandiol"		
C11261	C2H4N4	Amitrole		
C11262	C8H12N4O5	5-Azacytidine		
C11263	C12H11N5	6-Benzylaminopurine		
C11264	C15H10O3	7-Hydroxyflavone		
C11265	C9H12N6O4	8-Azaadenosine		
C11266	C10H12BrN5O4	8-Bromoadenosine		
C11268	C15H18N4O4S	Biapenem		
C11269	C43H49N7O10	Virginiamycin S1		
C11271	C6H14	n-Hexane		
C11272	C6H5F	Fluorobenzene		
C11273	C14H14N3. C13H11N3. Cl	Acriflavine		
C11274	C13H7Cl4NO2	Tetrachlorosalicylanilide		
C11275	C19H42N. Br	Cetyltrimethylammonium bromide		
C11276	C9H13ClN6O2. HCl	Nimustine hydrochloride		
C11277	C8H12N5O4P	Adefovir		
C11278	C27H29N3O13S	"Aflatoxin B1exo-8,9-epoxide-GSH"		
C11279	C17H38N. Br	Myristyltrimethylaminium bromide		
C11280	C42H68N6O6S	Dolastatin 10		
C11281	C14H19NO4	Anisomycin		
C11282	C27H26F3N5O5	Azidopine		
C11283	C6H6N4O4	"2,4-Dinitrophenylhydrazine"		
C11284	C12H13NO2	Indolebutyric acid		
